id;name;full_name;overall_rating;value_euro;wage_euro;nationality;national_team;club_team;age;height_cm;weight_kgs;international_reputation(1-5);weak_foot(1-5);skill_moves(1-5);club_rating;Goleiro;Zagueiro;Meio;Atacante;crossing;finishing;heading_accuracy;short_passing;dribbling;jumping;strength;long_shots;aggression;GK_reflexes
198710;Rodrrguez;James David Rodríguez Rubio;87;59000000;260000;Colombia;Colombia;FC Bayern Munchen;27;155;75;4;3;4;85;0;0;0;0;90;83;62;89;85;54;68;92;64;14
220793;Sánchez;Davinson Sánchez;84;34000000;105000;Colombia;Colombia;Tottenham Hotspur;22;188;79;2;3;2;83;0;0;0;0;36;40;80;77;63;73;83;44;87;15
199110;Muriel;Luis Fernando Muriel Fruto;80;17500000;24000;Colombia;Colombia;Fiorentina;27;152;79;2;4;4;76;0;0;0;0;62;78;65;75;85;62;77;65;50;6
201377;Murillo;Jeison Fabián Murillo Cerón;80;16000000;38000;Colombia;Colombia;FC Barcelona;26;183;78;2;2;2;86;0;0;0;0;56;37;76;68;58;89;80;13;88;14
213991;Lerma;Jefferson Andrés Lerma Solís;79;14000000;55000;Colombia;Colombia;Bournemouth;24;152;70;1;4;3;77;0;0;0;0;66;56;65;77;69;84;76;75;83;9
214343;Moreno;Didier Andrés Moreno Asprilla;70;1800000;2000;Colombia;Colombia;Deportivo de La Coruna;27;152;71;1;2;2;73;0;0;0;0;47;30;61;69;57;38;79;36;71;12
237034;Hernández;Juan Camilo Hernández;75;9000000;26000;Colombia;Colombia;SD Huesca;19;175;73;1;4;3;72;0;0;0;0;58;78;69;67;73;72;76;74;65;6
176550;Ospina;David Ospina Ramírez;79;8500000;80000;Colombia;Colombia;Napoli;30;183;80;2;3;1;82;1;0;0;0;11;10;15;36;12;75;38;12;20;85
204259;Arias;Santiago Arias Naranjo;79;12000000;50000;Colombia;Colombia;Atletico Madrid;27;152;72;2;3;3;84;0;1;0;0;74;51;67;74;74;82;69;50;79;16
207664;Bacca;Carlos Arturo Bacca Ahumada;80;13500000;42000;Colombia;Colombia;Villarreal CF;32;155;77;3;2;3;79;0;0;0;0;60;80;75;68;78;74;74;60;58;8
167397;lcao;Radamel Falcao García Zárate;84;25000000;115000;Colombia;Colombia;AS Monaco;33;152;72;3;4;3;79;0;0;0;0;55;86;89;79;75;91;75;80;75;5
193082;Cuadrado;Juan Cuadrado;84;29500000;150000;Colombia;Colombia;Juventus;30;152;72;3;3;5;85;0;0;0;0;80;67;58;80;90;75;61;80;78;9
205365;Kopic;Jan Kopic;74;5500000;1000;Czech Republic;Czech Republic;Viktoria Plzen;28;155;79;1;4;3;72;0;0;0;0;74;68;48;70;76;59;58;73;53;6
204125;Bo?il;Jan Bo?il;73;3300000;1000;Czech Republic;Czech Republic;SK Slavia Praha;28;175;75;1;4;3;72;0;1;0;0;73;42;68;64;63;72;72;58;82;15
198429;Tecl;Stanislav Tecl;71;2500000;1000;Czech Republic;Czech Republic;SK Slavia Praha;28;155;82;1;2;3;72;0;0;0;1;56;74;70;63;69;67;71;54;70;14
204121;Brabec;Jakub Brabec;70;1900000;1000;Czech Republic;Czech Republic;Viktoria Plzen;26;188;83;1;3;2;72;0;0;0;0;54;42;69;61;56;54;76;56;72;7
244467;Kolá?;Ond?ej Kolá?;70;1800000;1000;Czech Republic;Czech Republic;SK Slavia Praha;24;193;81;1;3;1;72;0;0;0;0;13;7;11;38;25;33;60;8;17;74
204939;Petrák;Ond?ej Petrák;71;2500000;14000;Czech Republic;Czech Republic;1. FC Nurnberg;26;185;79;1;3;3;72;0;0;0;0;59;30;75;71;64;79;73;67;57;11
180823;?ezník;Radim ?ezník;71;1800000;1000;Czech Republic;Czech Republic;Viktoria Plzen;30;183;80;1;3;3;72;0;0;0;0;73;58;62;54;66;70;75;53;73;10
201122;Kalas;Tomáš Kalas;72;3400000;26000;Czech Republic;Czech Republic;Bristol City;25;183;80;1;3;2;70;0;0;0;0;51;38;73;68;61;81;76;65;66;7
236548;Zmrhal;Jaromír Zmrhal;72;3900000;1000;Czech Republic;Czech Republic;SK Slavia Praha;25;188;79;1;2;3;72;0;0;1;0;73;69;59;70;69;51;66;72;57;11
189600;Hušbauer;Josef Hušbauer;73;4000000;1000;Czech Republic;Czech Republic;SK Slavia Praha;28;183;76;1;3;3;72;0;0;0;0;76;61;49;74;73;59;59;82;61;6
181123;Ho?ava;Tomáš Ho?ava;73;3700000;1000;Czech Republic;Czech Republic;Viktoria Plzen;30;183;70;1;3;3;72;0;0;0;1;64;61;57;76;73;66;58;71;55;14
205478;Krmen?ík;Michael Krmen?ík;75;9000000;1000;Czech Republic;Czech Republic;Viktoria Plzen;25;191;90;1;3;3;72;0;0;0;0;55;77;76;66;70;58;84;65;78;13
236792;Sou?ek;Tomáš Sou?ek;76;10000000;1000;Czech Republic;Czech Republic;SK Slavia Praha;24;193;86;1;3;3;72;0;0;0;0;52;54;74;75;63;70;77;62;70;8
186330;Gebre Selassie;Theodor Gebre Selassie;76;5000000;24000;Czech Republic;Czech Republic;SV Werder Bremen;32;155;71;2;2;3;77;0;0;0;0;75;49;80;76;76;89;67;39;71;14
200332;Koubek;Tomáš Koubek;76;7000000;21000;Czech Republic;Czech Republic;Stade Rennais FC;26;198;95;1;2;1;75;1;0;0;0;13;12;13;14;17;53;79;17;31;76
226592;Jankto;Jakub Jankto;76;11500000;23000;Czech Republic;Czech Republic;Sampdoria;23;155;74;2;3;4;76;0;0;1;0;70;66;68;78;76;62;64;74;68;15
234236;Schick;Patrik Schick;77;13500000;53000;Czech Republic;Czech Republic;Roma;23;185;73;2;2;4;80;0;0;0;0;64;77;74;74;82;69;70;73;59;14
201262;Darida;Vladimír Darida;77;9000000;29000;Czech Republic;Czech Republic;Hertha BSC;28;170;64;2;4;3;77;0;0;0;0;71;68;41;78;75;77;48;76;56;14
203605;Kade?ábek;Pavel Kade?ábek;80;14000000;39000;Czech Republic;Czech Republic;TSG 1899 Hoffenheim;26;183;81;2;2;3;78;0;0;0;0;86;28;71;77;76;69;79;41;78;7
204120;Vaclík;Tomáš Vaclík;80;11500000;17000;Czech Republic;Czech Republic;Sevilla FC;29;188;85;1;3;1;80;0;0;0;0;15;14;19;17;14;70;73;16;29;85
190460;Eriksen;Christian  Dannemann Eriksen;88;69500000;205000;Denmark;Denmark;Tottenham Hotspur;27;155;76;3;5;4;83;0;0;0;1;88;81;52;91;84;50;58;89;46;6
172143;Schøne;Lasse Schøne;77;6500000;19000;Denmark;Denmark;Ajax;32;152;78;2;3;3;78;0;0;0;0;81;67;60;83;76;77;57;81;65;11
172553;Lössl;Jonas Lössl;76;6000000;34000;Denmark;Denmark;Huddersfield Town;30;196;88;1;2;1;75;0;0;0;0;14;12;17;35;15;51;67;15;17;77
193133;Stryger Larsen;Jens Stryger Larsen;74;4600000;21000;Denmark;Denmark;Udinese;28;183;82;1;3;3;75;0;1;0;0;70;48;60;66;68;78;77;58;74;9
201943;Cornelius;Andreas Evald Cornelius;74;7500000;24000;Denmark;Denmark;FC Girondins de Bordeaux;25;193;91;2;3;3;74;0;0;0;0;42;75;79;67;66;72;93;68;72;9
199748;Knudsen;Jonas Knudsen;69;1100000;5000;Denmark;Denmark;Ipswich Town;26;185;82;1;3;2;68;0;0;0;0;67;25;64;62;62;70;69;64;66;15
190633;Dalsgaard;Henrik Dalsgaard;71;1900000;25000;Denmark;Denmark;Brentford;29;193;81;1;3;3;70;0;1;0;0;70;58;62;64;66;65;73;54;68;8
183781;Bjelland;Andreas Bjelland;74;4400000;18000;Denmark;Denmark;FC Kobenhavn;30;188;85;1;3;2;71;0;0;0;0;50;36;72;70;55;79;84;51;68;11
172517;Jensen;Mike Lindemann Jensen;74;5000000;8000;Denmark;Denmark;Rosenborg BK;31;152;75;1;4;3;70;0;0;0;0;70;65;56;76;75;61;74;70;83;9
201269;Rønnow;Frederik Rønnow;75;6500000;21000;Denmark;Denmark;Eintracht Frankfurt;26;191;77;1;2;1;78;0;0;0;0;14;9;12;25;13;63;67;13;17;77
193290;Braithwaite;Martin Braithwaite;75;8000000;53000;Denmark;Denmark;CD Leganes;27;152;73;2;4;4;75;0;0;0;0;68;73;66;71;75;84;76;69;69;8
217605;Lerager;Lukas Reiff Lerager;75;8500000;31000;Denmark;Denmark;Genoa;25;185;85;1;3;3;74;0;0;0;0;62;66;74;76;68;74;69;68;76;13
228687;Dolberg;Kasper Dolberg;76;12000000;15000;Denmark;Denmark;Ajax;21;188;83;2;4;3;78;0;0;0;0;42;76;70;69;75;71;76;77;38;7
183491;Jørgensen;Mathias Jørgensen;77;8500000;45000;Denmark;Denmark;Huddersfield Town;28;191;85;1;2;2;75;0;0;0;0;47;34;77;70;46;74;82;30;85;13
203965;Fischer;Viktor Fischer;77;11500000;20000;Denmark;Denmark;FC Kobenhavn;24;155;80;2;4;4;71;0;0;0;0;67;75;49;75;79;56;67;69;68;15
199852;Jørgensen;Nicolai Jørgensen;77;9500000;17000;Denmark;Denmark;Feyenoord;28;191;83;2;3;3;75;0;0;0;1;68;79;74;72;74;68;84;75;60;7
212196;Sisto;Pione Sisto Ifolo Emirmija;78;14000000;25000;Denmark;Denmark;RC Celta;24;173;69;1;4;4;77;0;0;0;1;78;76;51;70;86;82;64;72;52;11
202849;Vestergaard;Jannik Vestergaard;79;12500000;48000;Denmark;Denmark;Southampton;26;198;98;2;4;2;76;0;0;0;0;46;34;85;67;44;33;91;47;84;10
207791;Poulsen;Yussuf Yurary Poulsen;80;18500000;55000;Denmark;Denmark;RB Leipzig;24;193;78;2;3;3;79;0;0;0;1;69;78;85;75;75;84;79;59;84;8
213661;Christensen;Andreas Christensen;80;18000000;85000;Denmark;Denmark;Chelsea;22;188;81;2;3;2;83;0;0;0;0;49;36;80;77;66;72;73;20;73;8
179645;Kjær;Simon Thorup Kjær;81;14000000;23000;Denmark;Denmark;Sevilla FC;29;188;84;3;3;2;80;0;0;0;0;54;55;82;73;46;70;80;41;75;15
193283;Delaney;Thomas Delaney;82;21500000;61000;Denmark;Denmark;Borussia Dortmund;27;183;79;2;4;3;81;0;0;0;0;67;72;83;79;73;91;79;74;84;15
163587;Schmeichel;Kasper Schmeichel;83;15500000;71000;Denmark;Denmark;Leicester City;32;188;89;2;3;1;78;1;0;0;0;18;12;16;44;12;60;64;14;35;88
186805;Montero;Jefferson Antonio Montero Vite;75;6500000;29000;Ecuador;Ecuador;West Bromwich Albion;29;173;70;2;3;4;74;0;0;1;0;72;66;50;68;81;69;68;68;40;12
225680;Mina;Arturo Mina;73;3800000;11000;Ecuador;Ecuador;Yeni Malatyaspor;28;191;84;1;3;2;70;0;0;0;0;43;30;77;68;47;76;92;33;67;12
246057;Méndez;Sebastián Méndez;65;725000;2000;Ecuador;Ecuador;Orlando City SC;21;152;70;1;3;2;68;0;0;0;0;62;56;62;69;58;66;58;62;67;13
241498;Ibarra;Romario Ibarra;69;1400000;4000;Ecuador;Ecuador;Minnesota United FC;24;175;76;1;4;3;71;0;0;0;0;71;64;62;70;67;59;71;55;41;14
221860;Gruezo;Carlos Armando Gruezo Arboleda;72;3700000;5000;Ecuador;Ecuador;FC Dallas;23;170;67;1;3;2;69;0;0;1;0;43;41;58;75;60;69;72;42;85;11
167905;Valencia;Luis Antonio Valencia Mosquera;79;7000000;110000;Ecuador;Ecuador;Manchester United;33;155;83;2;2;3;82;0;0;1;0;78;60;62;79;78;69;79;66;80;7
209331;Salah;Mohamed  Salah Ghaly;89;78500000;265000;Egypt;Egypt;Liverpool;26;175;71;3;3;4;83;0;0;1;0;78;90;59;83;89;68;70;83;63;14
213051;Elneny;Mohamed Elneny;77;9000000;76000;Egypt;Egypt;Arsenal;26;155;74;1;3;3;82;0;0;0;0;66;57;57;78;68;69;68;67;73;6
197975;Morsy;Sam Morsy;70;1700000;26000;Egypt;Egypt;Wigan Athletic;27;173;75;1;3;3;69;0;0;0;0;52;53;47;70;69;80;77;60;81;13
191005;Elmohamady;Ahmed Eissa  El Mohamady Abdel Fattah;70;1300000;10000;Egypt;Egypt;Aston Villa;31;183;78;2;3;3;73;0;0;0;0;72;61;72;71;68;81;72;66;59;7
210259;Hassan;Ahmed Hassan;74;7500000;1000;Egypt;Egypt;Olympiacos CFP;26;191;86;1;3;3;75;0;0;0;0;30;75;79;63;70;51;87;67;79;11
210648;Hegazi;Ahmed Hegazi;76;7500000;31000;Egypt;Egypt;West Bromwich Albion;28;193;95;1;2;2;74;0;0;0;0;18;17;77;59;49;75;85;15;83;8
226078;ezeguet;Mahmoud Hassan;78;13000000;15000;Egypt;Egypt;Kasimpasa SK;24;152;78;3;5;4;71;0;0;1;0;78;75;42;76;83;65;67;76;45;7
183711;Henderson;Jordan Brian Henderson;82;18000000;125000;England;England;Liverpool;28;183;80;2;3;3;83;0;0;0;0;81;67;65;84;73;79;72;71;77;13
186345;Trippier;Kieran Trippier;82;18500000;99000;England;England;Tottenham Hotspur;28;152;72;2;4;3;83;0;0;0;0;91;48;73;79;75;73;65;70;70;10
202335;Dier;Eric Dier;80;16500000;73000;England;England;Tottenham Hotspur;25;188;90;2;3;2;83;0;0;1;0;67;52;82;77;65;77;89;72;91;9
203042;Butland;Jack Butland;80;14000000;39000;England;England;Stoke City;25;196;95;2;3;1;73;0;0;0;0;11;16;12;40;21;76;79;13;40;84
152908;Young;Ashley Young;79;7000000;110000;England;England;Manchester United;33;175;65;2;3;4;82;0;0;0;0;83;64;57;78;77;55;67;65;83;15
186146;Welbeck;Daniel Nii Tackie Mensah Welbeck;77;9500000;95000;England;England;Arsenal;28;185;73;3;3;3;82;0;0;0;0;69;75;78;75;78;80;75;69;75;16
220697;Maddison;James Maddison;77;13000000;45000;England;England;Leicester City;22;175;73;1;4;4;78;0;0;0;0;76;69;30;78;77;54;40;73;56;14
225100;Gomez;Joe Gomez;78;14500000;61000;England;England;Liverpool;21;188;77;1;3;3;83;0;0;0;0;69;26;68;72;67;66;80;26;70;7
229984;Chilwell;Ben Chilwell;78;12500000;43000;England;England;Leicester City;22;152;77;1;3;3;78;0;0;0;0;76;43;67;73;77;78;68;38;68;10
199189;Barkley;Ross Barkley;79;16000000;89000;England;England;Chelsea;25;185;87;2;5;4;83;0;0;0;0;65;68;65;82;83;62;77;80;74;10
203841;Pope;Nick Pope;79;11000000;45000;England;England;Burnley;26;201;76;1;3;1;77;0;0;0;0;11;14;11;32;15;72;73;15;36;79
222400;Winks;Harry Winks;79;17500000;77000;England;England;Tottenham Hotspur;23;175;74;1;3;3;83;0;0;0;0;65;54;50;83;79;51;63;62;61;10
231281;Alexander-Arnold;Trent Alexander-Arnold;79;17000000;40000;England;England;Liverpool;20;155;69;1;4;3;83;0;0;0;0;83;56;59;76;75;66;62;63;73;7
169595;Rose;Danny Rose;81;14500000;92000;England;England;Tottenham Hotspur;28;175;76;3;3;3;83;0;1;0;0;82;57;62;76;80;75;72;67;87;13
203263;Maguire;Harry Maguire;82;23500000;77000;England;England;Leicester City;26;193;100;1;3;2;78;0;0;0;0;44;43;87;77;70;74;89;45;84;9
207494;Lingard;Jesse Lingard;82;26500000;150000;England;England;Manchester United;26;175;62;2;3;4;82;0;0;0;0;74;79;67;79;84;65;53;80;73;9
203574;Stones;John Stones;83;28500000;125000;England;England;Manchester City;24;188;70;2;4;3;85;0;0;0;0;62;29;83;81;69;75;77;38;79;8
204935;Pickford;Jordan Pickford;83;25000000;78000;England;England;Everton;25;185;77;1;4;1;79;1;0;0;0;17;19;15;55;14;72;70;13;30;86
231677;Rashford;Marcus Rashford;83;37500000;130000;England;England;Manchester United;21;185;70;2;4;5;82;0;0;0;1;74;79;73;76;84;68;76;79;73;14
188377;Walker;Kyle Walker;84;24500000;165000;England;England;Manchester City;28;183;70;3;2;2;85;0;1;0;0;81;51;74;78;79;83;77;69;78;8
211117;Alli;Bamidele Alli;85;51500000;125000;England;England;Tottenham Hotspur;22;188;80;3;3;4;83;0;0;0;0;69;83;83;85;83;67;71;80;84;8
202652;Sterling;Raheem Sterling;87;62000000;210000;England;England;Manchester City;24;170;69;3;3;4;85;0;0;0;1;78;79;38;84;88;57;52;75;38;9
202126;Kane;Harry Kane;90;96500000;210000;England;England;Tottenham Hotspur;25;188;89;3;4;3;83;0;0;0;1;75;94;86;82;80;79;84;86;78;11
159017;Hämäläinen;Kasper Hämäläinen;70;1600000;6000;Finland;Finland;Legia Warszawa;32;188;74;1;3;3;70;0;0;0;0;59;71;73;70;65;66;69;68;48;15
157734;Jaakkola;Anssi Jaakkola;66;400000;7000;Finland;Finland;Reading;31;193;88;1;1;1;70;0;0;0;0;15;12;10;49;11;74;66;14;41;70
206004;Ojala;Juhani Ojala;66;575000;2000;Finland;Finland;BK HÃ¤cken;29;191;85;1;2;2;67;0;0;0;0;41;17;72;58;42;28;91;27;58;7
172232;Toivio;Joona Toivio;65;400000;1000;Finland;Finland;BK Hacken;30;185;87;1;3;2;67;0;0;0;0;55;42;65;58;47;76;75;55;64;13
232023;Pelvas;Akseli Pelvas;62;300000;1000;Finland;Finland;HJK Helsinki;30;155;77;1;3;2;60;0;0;0;0;52;63;41;54;61;55;57;65;36;6
236047;Granlund;Albin Granlund;62;240000;1000;Finland;Finland;Orebro SK;29;152;79;1;4;2;63;0;0;0;0;57;32;46;55;52;65;65;34;58;11
208018;Lam;Thomas Lam;67;825000;3000;Finland;Finland;PEC Zwolle;25;188;76;1;4;2;68;0;0;0;0;49;51;59;67;61;64;71;56;74;12
221662;Skrabb;Simon Skrabb;68;1200000;3000;Finland;Finland;IFK Norrkoping;24;175;75;1;2;3;67;0;0;0;0;53;70;54;66;67;77;68;63;55;14
224436;Väisänen;Sauli Väisänen;68;950000;5000;Finland;Finland;Crotone;24;191;75;1;3;2;69;0;0;0;0;55;35;69;56;56;69;74;39;75;13
213654;Kamara;Glen Kamara;68;1300000;17000;Finland;Finland;Rangers FC;23;183;73;1;4;3;73;0;0;0;0;43;38;41;70;65;61;69;55;68;7
164858;Sparv;Tim Sparv;70;1500000;13000;Finland;Finland;FC Midtjylland;32;193;84;1;2;2;71;0;0;0;0;59;47;70;72;58;30;78;64;82;14
199904;Joronen;Jesse Joronen;70;1600000;8000;Finland;Finland;FC Kobenhavn;25;198;89;1;2;1;71;1;0;0;0;15;13;18;17;16;37;60;13;37;70
198479;Arajuuri;Paulus Arajuuri;70;1300000;14000;Finland;Finland;Brondby IF;30;193;92;1;2;2;68;0;0;0;0;27;36;71;58;39;72;92;24;84;8
228312;Lod;Robin Lod;71;3000000;7000;Finland;Finland;Real Sporting de Gijon;25;155;76;1;4;3;72;0;0;1;0;67;70;56;74;71;55;67;74;56;10
234889;Jensen;Fredrik Jensen;71;3700000;11000;Finland;Finland;FC Augsburg;21;183;80;1;3;3;74;0;0;0;1;68;68;56;70;75;68;75;66;64;7
213763;Schüller;Rasmus Schüller;71;2300000;5000;Finland;Finland;Minnesota United FC;27;152;67;1;3;3;71;0;0;0;0;47;52;59;68;63;61;62;59;77;14
207593;Uronen;Jere Uronen;73;4500000;11000;Finland;Finland;KRC Genk;24;152;74;1;4;3;74;0;1;0;0;73;47;56;70;68;71;69;65;71;8
190362;Pukki;Teemu Pukki;75;7000000;31000;Finland;Finland;Norwich City;28;155;80;1;3;3;72;0;0;0;1;45;78;60;70;71;75;67;64;56;7
190941;Hrádecký;Lukáš Hrádecký;84;22000000;74000;Finland;Finland;Bayer 04 Leverkusen;29;193;85;2;3;1;80;0;0;0;0;11;11;11;15;10;69;55;14;31;88
195864;Pogba;Paul Pogba;88;73000000;255000;France;France;Manchester United;25;191;84;4;4;5;82;0;0;0;0;80;75;75;86;87;83;87;82;78;3
231747;Mbapp?;Kylian Mbappé;88;81000000;100000;France;France;Paris Saint-Germain;20;152;73;3;4;5;84;0;0;1;0;77;88;77;82;90;75;71;78;62;6
194765;Griezmann;Antoine Griezmann;89;78000000;145000;France;France;Atletico Madrid;27;175;73;4;3;4;84;0;0;0;1;82;89;84;84;87;90;62;82;73;14
231443;Dembélé;Ousmane Dembélé;84;46000000;170000;France;France;FC Barcelona;21;152;67;3;5;4;86;0;0;0;0;81;78;43;79;91;59;52;76;54;13
213565;Lemar;Thomas Lemar;83;35500000;64000;France;France;Atletico Madrid;23;170;62;3;2;4;84;0;0;0;0;83;75;54;84;85;71;63;78;63;14
235569;Ndombele;Tanguy NDombèlé Alvaro;80;22500000;51000;France;France;Olympique Lyonnais;22;155;76;1;3;4;79;0;0;0;0;67;59;56;83;86;63;78;70;81;7
183285;Sakho;Mamadou Sakho;79;11500000;58000;France;France;Crystal Palace;29;188;83;3;2;2;77;0;0;0;0;58;23;74;77;50;75;91;38;87;8
201042;Sidibé;Djibril Sidibé;79;12000000;61000;France;France;AS Monaco;26;183;81;2;4;3;79;0;0;0;0;78;62;72;79;77;83;75;68;76;7
204311;Zouma;Kurt Happy Zouma;79;14000000;80000;France;France;Everton;24;191;96;2;3;2;79;0;0;0;0;49;47;79;63;50;89;91;49;83;15
226851;Pavard;Benjamin Pavard;79;14500000;32000;France;France;VfB Stuttgart;22;185;76;1;3;3;76;0;1;0;0;66;37;73;78;66;86;74;48;72;15
187936;Nzonzi;Steven N'Kemboanza Mike Christopher Nzonzi;81;14000000;71000;France;France;Roma;30;196;75;2;3;2;80;0;0;0;0;59;50;78;82;70;75;92;57;82;13
193105;Areola;Alphonse Areola;81;17000000;61000;France;France;Paris Saint-Germain;26;196;94;2;3;1;84;0;0;0;0;20;19;14;41;12;59;80;14;26;84
200458;Digne;Lucas Digne;81;18500000;85000;France;France;Everton;25;152;74;2;3;3;79;0;0;0;0;82;52;70;81;77;84;70;71;75;13
163705;Mandanda;Steve Mandanda;82;11000000;46000;France;France;Olympique de Marseille;33;185;82;3;3;1;78;0;0;0;0;14;13;13;37;15;74;61;11;37;84
178509;Giroud;Olivier Giroud;82;20000000;140000;France;France;Chelsea;32;193;92;3;3;3;83;0;0;0;1;64;83;90;79;70;84;88;74;76;5
177388;Payet;Dimitri  Payet;83;22500000;69000;France;France;Olympique de Marseille;31;175;77;3;4;4;78;0;0;0;0;87;78;59;84;84;48;72;80;57;12
220814;Hernández;Lucas Hernández;83;29500000;58000;France;France;Atletico Madrid;23;183;76;1;3;3;84;0;1;0;0;78;53;82;80;65;83;79;51;86;10
225850;Kimpembe;Presnel Kimpembe;83;30500000;82000;France;France;Paris Saint-Germain;23;188;80;2;3;3;84;0;0;0;0;62;31;79;79;58;77;84;39;88;9
204970;Thauvin;Florian Thauvin;84;37000000;72000;France;France;Olympique de Marseille;26;152;70;2;3;4;78;0;0;0;0;83;81;75;83;85;76;66;82;56;9
170890;Matuidi;Blaise Matuidi;85;26000000;145000;France;France;Juventus;31;155;75;3;2;2;85;0;0;1;0;75;64;68;83;78;84;76;70;86;14
201535;Varane;Raphaël Varane;86;50000000;210000;France;France;Real Madrid;25;191;81;3;3;2;86;0;0;0;0;36;40;83;75;57;79;84;53;77;14
167948;Lloris;Hugo Lloris;88;36000000;150000;France;France;Tottenham Hotspur;32;188;82;4;1;1;83;1;0;0;0;13;10;10;50;10;74;43;14;31;92
215914;Kanté;N'Golo Kanté;89;63000000;225000;France;France;Chelsea;27;168;72;3;3;2;83;0;0;0;0;68;65;54;86;79;77;76;69;90;10
167495;Neuer;Manuel Neuer;89;38000000;130000;Germany;Germany;FC Bayern Munchen;32;193;92;5;4;1;85;1;0;0;0;15;13;25;55;30;77;80;16;29;87
192448;ter Stegen;Marc-André ter Stegen;89;58000000;240000;Germany;Germany;FC Barcelona;26;188;85;3;4;1;86;0;0;0;0;18;14;11;42;17;79;78;10;43;90
212188;Werner;Timo Werner;84;40000000;77000;Germany;Germany;RB Leipzig;23;155;75;3;4;3;79;0;0;0;1;69;87;77;77;83;78;64;70;63;9
212190;Süle;Niklas Süle;84;36500000;84000;Germany;Germany;FC Bayern Munchen;23;196;97;2;3;2;85;0;1;0;0;30;20;86;78;42;38;94;62;82;15
206113;Gnabry;Serge Gnabry;83;34000000;85000;Germany;Germany;FC Bayern Munchen;23;175;75;2;4;4;85;0;0;0;1;74;81;46;79;87;64;68;81;63;7
209658;Goretzka;Leon Goretzka;83;34000000;85000;Germany;Germany;FC Bayern Munchen;24;188;79;3;4;3;85;0;0;0;0;75;73;80;84;81;74;72;80;80;9
213331;Tah;Jonathan Tah;82;25000000;61000;Germany;Germany;Bayer 04 Leverkusen;23;196;97;2;4;2;80;0;0;0;0;35;20;80;74;55;72;93;25;76;14
207862;Ginter;Matthias Ginter;81;18500000;30000;Germany;Germany;Borussia Monchengladbach;25;188;83;2;3;2;79;0;0;0;0;68;55;85;77;62;65;82;46;69;10
212194;Brandt;Julian Brandt;81;25000000;63000;Germany;Germany;Bayer 04 Leverkusen;22;185;84;2;4;4;80;0;0;0;0;77;77;42;81;87;63;69;78;42;9
208334;Hector;Jonas Hector;79;10000000;26000;Germany;Germany;1. FC Koln;28;185;75;3;3;3;76;0;0;0;0;79;55;71;78;74;66;76;61;71;14
192557;Plattenhardt;Marvin Plattenhardt;77;8500000;26000;Germany;Germany;Hertha BSC;27;155;76;2;2;3;77;0;0;0;0;87;43;60;78;75;72;73;55;64;16
208333;Can;Emre Can;80;19500000;91000;Germany;Germany;Juventus;25;183;82;2;4;3;85;0;0;0;0;70;60;72;81;76;76;83;75;85;11
205452;Rüdiger;Antonio Rüdiger;82;22500000;110000;Germany;Germany;Chelsea;26;191;85;2;3;2;83;0;0;0;0;68;32;80;75;60;73;82;44;88;8
192563;Leno;Bernd Leno;83;22500000;105000;Germany;Germany;Arsenal;27;191;83;3;3;1;82;0;0;0;0;9;9;13;45;16;73;68;14;28;82
202166;Draxler;Julian Draxler;83;32500000;91000;Germany;Germany;Paris Saint-Germain;25;188;77;3;5;4;84;0;0;0;0;83;78;65;84;88;75;66;82;48;8
186942;Gündo?an;?lkay Gündo?an;84;32000000;175000;Germany;Germany;Manchester City;28;155;80;3;4;4;85;0;0;0;0;74;74;50;88;85;61;72;73;70;13
183907;Boateng;Jérôme Boateng;85;30000000;115000;Germany;Germany;FC Bayern Munchen;30;193;90;4;4;2;85;0;0;0;0;69;34;85;75;64;74;91;58;81;5
189596;Müller;Thomas Müller;86;45000000;135000;Germany;Germany;FC Bayern Munchen;29;185;75;4;4;3;85;0;0;0;0;79;87;82;83;75;81;68;80;57;14
212622;Kimmich;Joshua Kimmich;86;45000000;100000;Germany;Germany;FC Bayern Munchen;24;175;70;3;4;3;85;0;0;0;0;91;66;74;87;80;79;64;69;79;15
222492;Sané;Leroy Sané;86;61000000;195000;Germany;Germany;Manchester City;23;183;75;2;3;4;85;0;0;0;1;83;81;72;79;88;64;70;78;61;14
178603;Hummels;Mats  Hummels;88;46000000;160000;Germany;Germany;FC Bayern Munchen;30;191;92;4;3;3;85;0;0;0;0;64;55;87;81;68;68;84;51;69;6
188350;Reus;Marco Reus;88;58000000;130000;Germany;Germany;Borussia Dortmund;29;155;71;4;4;4;81;0;0;0;0;82;87;49;86;87;70;67;86;51;11
182521;Kroos;Toni Kroos;90;76500000;355000;Germany;Germany;Real Madrid;29;183;76;4;5;3;86;0;0;0;0;88;76;58;92;81;30;73;89;60;10
208260;Kourmpelis;Dimitrios Kourmpelis;74;6500000;1000;Greece;Greece;Panathinaikos FC;25;155;74;1;3;3;71;0;0;0;0;56;45;55;73;64;70;74;63;80;11
236457;Giannoulis;Dimitris Giannoulis;69;1200000;1000;Greece;Greece;PAOK;23;152;71;1;2;3;75;0;0;0;0;67;42;60;60;65;61;56;38;66;12
239841;Lampropoulos;Vasilios Lampropoulos;70;1400000;1000;Greece;Greece;AEK Athens;28;185;83;1;2;2;73;0;0;0;0;59;36;66;58;48;68;74;49;64;7
